Id;EntityCreatedAt;EntityModifiedAt;MRID;DocStatusValue;AttributeInstanceComponent;LongNames;DisplayNames;LastRequestDateAndOrTime;DeactivateRequestDateAndOrTime;MarketParticipantStreetAddressCountry;MarketParticipantACERCode;MarketParticipantVATcode;Description;EICParentMarketDocumentMRID;ELCResponsibleMarketParticipantMRID;IsDeleted;AllocatedEICID
47677;2019-04-01 09:26:51.2053104 +00:00;2019-04-01 09:26:51.2053104 +00:00;10T-1001-10010AS;A05;International;Tie Line Koman-KosovoB;L_KOM-KOSB;2018-10-31 00:00:00.0000000;NULL;NULL;;NULL;Tieline;NULL;10XAL-KESH-----J;0;3
47678;2019-04-01 09:26:51.2053104 +00:00;2019-04-01 09:26:51.2053104 +00:00;24X-LE-TRADING-N;A05;International;LE Trading a.s.;LE-TRADING;2013-12-18 00:00:00.0000000;NULL;SK;;SK2023878747;Trade Responsible Party;NULL;NULL;0;3
47679;2019-04-01 09:26:51.2053104 +00:00;2019-04-01 09:26:51.2053104 +00:00;24X-LEVEN-AS-1-J;A05;International;LEVEN, a. s.;LEVENAS;2011-03-01 00:00:00.0000000;NULL;SK;;SK2020157216;Trade Responsible Party;NULL;NULL;0;3
47680;2019-04-01 09:26:51.2053104 +00:00;2019-04-01 09:26:51.2053104 +00:00;24X-LLC-ETG-UA-D;A05;International;ENERGOTRADE GROUP''LIMITED LIABILITY COMPANY;LLC-ETG;2014-11-25 00:00:00.0000000;NULL;UA;;39400995;Trade Responsible Party;NULL;NULL;0;3
47681;2019-04-01 09:26:51.2053104 +00:00;2019-04-01 09:26:51.2053104 +00:00;24X-LLC-PET-UA-Q;A05;International;POWERNETWORK-EXPORT-TRADE LIMITED LIABILITY COMPANY;LLC-PET;2014-11-25 00:00:00.0000000;NULL;UA;;39485712;Trade Responsible Party;NULL;NULL;0;3
47682;2019-04-01 09:26:51.2053104 +00:00;2019-04-01 09:26:51.2053104 +00:00;24X-LLC-TEC-01-L;A05;International;LLC TRADING ELECTRIC COMPANY;LLC_TEC;2013-10-02 00:00:00.0000000;NULL;UA;;365309726596;Trade Responsible Party;NULL;NULL;0;3
47683;2019-04-01 09:26:51.2053104 +00:00;2019-06-13 06:00:29.0405528 +00:00;24XLLC-UTEC-UA-J;A05;International;LLC UKRAINIAN TRADE ENERGY COMPANY;LLC-UTEC;2015-09-07 00:00:00.0000000;NULL;UA;;39510083;Trade Responsible Party;NULL;NULL;1;3
47684;2019-04-01 09:26:51.2053104 +00:00;2019-04-01 09:26:51.2053104 +00:00;24XLUMEN-ENERSKP;A05;International;Lumen Energy a.s., organizacna zlozka;LUMEN-ENERGY-SK;2016-10-18 00:00:00.0000000;NULL;SK;;SK2022093139;Electricity Trading;27XLUMEN-ENERGYP;NULL;0;3
47685;2019-04-01 09:26:51.2053104 +00:00;2019-04-01 09:26:51.2053104 +00:00;24X-LUMEN-SR---L;A05;International;Lumen Energy SR a.s.;LUMEN-SR;2007-12-06 00:00:00.0000000;NULL;SK;;SK2022175034;Market Operator;NULL;NULL;0;3
47686;2019-04-01 09:26:51.2053104 +00:00;2019-04-01 09:26:51.2053104 +00:00;24X-LUMIUS-OZ--U;A05;International;Lumius, s.r.o., organizacna zlozka;LUMIUS-OZ-SK;2008-06-26 00:00:00.0000000;NULL;SK;;NULL;Trade Responsible Party;NULL;NULL;0;3
47687;2019-04-01 09:26:51.2053104 +00:00;2019-04-01 09:26:51.2053104 +00:00;24XLUMIUS-SK---D;A05;International;Lumius Slovakia, s.r.o.;LUMIUSSK;2016-10-18 00:00:00.0000000;NULL;SK;;SK2021795479;Electricity Sale (Sk: Predaj Elektriny);11XLUMIUS------K;NULL;0;3
47688;2019-04-01 09:26:51.2053104 +00:00;2019-04-01 09:26:51.2053104 +00:00;24X-MAGNA-E-A--B;A05;International;MAGNA E. A. s.r.o.;MAGNAEA;2016-10-18 00:00:00.0000000;NULL;SK;;SK2020230135;Provider Of Electricity;NULL;NULL;0;3
47689;2019-04-01 09:26:51.2053104 +00:00;2019-04-01 09:26:51.2053104 +00:00;24XMAHLEENGINE-Z;A05;International;MAHLE Engine Components Slovakia s.r.o.;MAHLE-ENGINE;2013-04-22 00:00:00.0000000;NULL;SK;;SK2022318155;Trade Responsible Party;NULL;NULL;0;3
47690;2019-04-01 09:26:51.2053104 +00:00;2019-04-01 09:26:51.2053104 +00:00;24X-MALICO-BPS-V;A05;International;MALICO, s.r.o.;MALICO;2014-03-31 00:00:00.0000000;NULL;SK;;2023481823;Trade Responsible Party;NULL;NULL;0;3
47691;2019-04-01 09:26:51.2053104 +00:00;2019-04-01 09:26:51.2053104 +00:00;24XMCH-SLOVAKIA7;A05;International;PCC Slovakia s.r.o;PCC-SLOVAKIA;2016-10-18 00:00:00.0000000;NULL;SK;;SK2020059844;Electricity Trader (Obchodnik S Elektrickou Energiou);NULL;NULL;0;3
47692;2019-04-01 09:26:51.2053104 +00:00;2019-04-01 09:26:51.2053104 +00:00;24X-MCTSLOVAKIAF;A05;International;MCT Slovakia s.r.o.;MCT_SK;2011-11-15 00:00:00.0000000;NULL;SK;;SK2023305306;Trade Responsible Party;15X-MOLTRADING-F;NULL;0;3
47693;2019-04-01 09:26:51.2053104 +00:00;2019-04-01 09:26:51.2053104 +00:00;24X-MEOPTIS-12-8;A05;International;Meoptis s.r.o.;MEOPTIS;2011-08-23 00:00:00.0000000;NULL;SK;;SK2020818228;Trade Responsible Party;NULL;NULL;0;3
47694;2019-04-01 09:26:51.2053104 +00:00;2019-04-01 09:26:51.2053104 +00:00;24X-ME-SK------Z;A05;International;MORAVIA ENERGO SK, s.r.o;ME-SK;2016-10-18 00:00:00.0000000;NULL;SK;;SK2022112576;Electricity Trading (Obchod S Elektrinou);11XMORAVIAENERG6;NULL;0;3
47695;2019-04-01 09:26:51.2053104 +00:00;2019-04-01 09:26:51.2053104 +00:00;24X-METIDA-UA1-6;A05;International;LIMITED LIABILITY COMPANY METIDAâ€œ;METIDAUA;2016-04-11 00:00:00.0000000;NULL;UA;;100191626;Trade Responsible Party;NULL;NULL;0;3
47696;2019-04-01 09:26:51.2053104 +00:00;2019-04-01 09:26:51.2053104 +00:00;24X-METPOWERSK-F;A05;International;MET Power Slovakia s.r.o.;MET_POWER_SVK;2013-12-17 00:00:00.0000000;NULL;SK;;SK2023920349;Trade Responsible Party;NULL;NULL;0;3
47697;2019-04-01 09:26:51.2053104 +00:00;2019-04-01 09:26:51.2053104 +00:00;24X-LESS-TIMBER3;A05;International;LESS & TIMBER SK, s.r.o.;LESSTIMBER-SK;2009-08-05 00:00:00.0000000;NULL;RS;;SK2022490800;Trade Responsible Party;NULL;NULL;0;3
47698;2019-04-01 09:26:51.2053104 +00:00;2019-04-01 09:26:51.2053104 +00:00;24XMETRO-CC-SK-K;A05;International;Metro Cash and Carry Slovakia s.r.o.;METRO;2010-10-21 00:00:00.0000000;NULL;SK;;NULL;Trade Responsible Party;NULL;NULL;0;3
47699;2019-04-01 09:26:51.2053104 +00:00;2019-04-01 09:26:51.2053104 +00:00;24X-KVARTET-AS-N;A05;International;KVARTET, a.s.;KVARTET;2008-12-16 00:00:00.0000000;NULL;SK;;SK2020283661;Market Operator;NULL;NULL;0;3
47700;2019-04-01 09:26:51.2053104 +00:00;2019-04-01 09:26:51.2053104 +00:00;24X-KOMTERM-AS-X;A05;International;KOMTERM a.s.;KOMTERM-SK;2009-11-24 00:00:00.0000000;NULL;SK;;NULL;Trade Responsible Party;NULL;NULL;0;3
47701;2019-04-01 09:26:51.2053104 +00:00;2019-04-01 09:26:51.2053104 +00:00;24X-GARRELL----C;A05;International;Garrell s.r.o.;GARRELL;2012-05-20 00:00:00.0000000;NULL;SK;;SK2023404460;Trade Responsible Party;NULL;NULL;0;3
47702;2019-04-01 09:26:51.2053104 +00:00;2019-04-01 09:26:51.2053104 +00:00;24X-GEON-------X;A05;International;GEON, s.r.o.;GEON-SK;2009-04-27 00:00:00.0000000;NULL;SK;;SK2021982809;Market Operator;NULL;NULL;0;3
47703;2019-04-01 09:26:51.2053104 +00:00;2019-04-01 09:26:51.2053104 +00:00;24X-GE-TRADING-9;A05;International;G&E Trading, s.r.o.;GE_TRADING;2016-11-09 00:00:00.0000000;NULL;SK;;SK2120180304;NULL;NULL;NULL;0;3
47704;2019-04-01 09:26:51.2053104 +00:00;2019-04-01 09:26:51.2053104 +00:00;24XGLOBALEN-UA-A;A05;International;GLOBAL ENERGY;GLOBALEN;2015-11-19 00:00:00.0000000;NULL;UA;;377010526553;Trade Responsible Party;NULL;NULL;0;3
47705;2019-04-01 09:26:51.2053104 +00:00;2019-04-01 09:26:51.2053104 +00:00;24X-HIGHPEAKEN-D;A05;International;HIGH PEAK ENERGY s.r.o.;HIGH-PEAK-ENERGY;2018-02-24 00:00:00.0000000;NULL;SK;;SK2120561410;NULL;NULL;NULL;0;3
47706;2019-04-01 09:26:51.2053104 +00:00;2019-04-01 09:26:51.2053104 +00:00;24X-HOLDING-SE-3;A05;International;HOLDING SLOVENSKE ELEKTRARNE d.o.o., organizacna zlozka;HSE-BA;2008-09-29 00:00:00.0000000;NULL;SK;;NULL;Trade Responsible Party;NULL;NULL;0;3
47707;2019-04-01 09:26:51.2053104 +00:00;2019-04-01 09:26:51.2053104 +00:00;24X-HTMAS------K;A05;International;HTMAS s.r.o.;HTMAS;2012-10-29 00:00:00.0000000;NULL;SK;;SK2022106603;Trade Responsible Party;NULL;NULL;0;3
47708;2019-04-01 09:26:51.2053104 +00:00;2019-04-01 09:26:51.2053104 +00:00;24X-ICE-CUBE-1-L;A05;International;ICE CUBE, s. r. o.;ICE-CUBE;2010-10-21 00:00:00.0000000;NULL;SK;;SK2020056313;Trade Responsible Party;NULL;NULL;0;3
47709;2019-04-01 09:26:51.2053104 +00:00;2019-04-01 09:26:51.2053104 +00:00;24X-IFM-123456-T;A05;International;IFM International Facility Management, s. r. o.;IFM-SV;2011-08-18 00:00:00.0000000;NULL;SK;;SK2020232544;Trade Responsible Party;NULL;NULL;0;3
47710;2019-04-01 09:26:51.2053104 +00:00;2019-04-01 09:26:51.2053104 +00:00;24X-JAH--------V;A05;International;J & H ENERGY s.r.o.;JAH;2012-05-29 00:00:00.0000000;NULL;SK;;SK2022901793;Trade Responsible Party;NULL;NULL;0;3
47711;2019-04-01 09:26:51.2053104 +00:00;2019-04-01 09:26:51.2053104 +00:00;24X-JAS-ENERGY-7;A05;International;JAS Energy Trading s. r. o.;JAS-ENERGY;2011-02-25 00:00:00.0000000;NULL;SK;;SK2023162724;Trade Responsible Party;NULL;NULL;0;3
47712;2019-04-01 09:26:51.2053104 +00:00;2019-04-01 09:26:51.2053104 +00:00;24X-JAS-SK-----N;A05;International;JAS Budapest ZRt., organizacna zlozka;JAS-SK;2016-10-18 00:00:00.0000000;NULL;SK;;SK2022228758;Electric Energy Trading;15X-JAS--------X;NULL;0;3
47713;2019-04-01 09:26:51.2053104 +00:00;2019-04-01 09:26:51.2053104 +00:00;24X-JH---------N;A05;International;Jozef Horvath - obchodne sluzby;JOZEF-HORVATH;2012-05-29 00:00:00.0000000;NULL;SK;;SK1020391691;Trade Responsible Party;NULL;NULL;0;3
47714;2019-04-01 09:26:51.2053104 +00:00;2019-04-01 09:26:51.2053104 +00:00;24X-JSC-ENERGY-6;A05;International;JSC Energy s.r.o.;JSC_ENERGY;2012-01-05 00:00:00.0000000;NULL;SK;;SK2023336194;Trade Responsible Party;NULL;NULL;0;3
47715;2019-04-01 09:26:51.2053104 +00:00;2019-04-01 09:26:51.2053104 +00:00;24X-KIH-SK-OZ--N;A05;International;KIH Energy Slovensko, s.r.o. organizacna zlozka;KIHENERGYSK;2008-11-28 00:00:00.0000000;NULL;SK;;NULL;Trade Responsible Party;NULL;NULL;0;3
47716;2019-04-01 09:26:51.2053104 +00:00;2019-04-01 09:26:51.2053104 +00:00;24XKLFENERGETIK2;A05;International;KLF-ENERGETIKA a. s.;KLF-ENERGETIKA;2013-05-13 00:00:00.0000000;NULL;SK;;SK2020133610;Trade Responsible Party;NULL;NULL;0;3
47717;2019-04-01 09:26:51.2053104 +00:00;2019-04-01 09:26:51.2053104 +00:00;24X-KOLOS-CS---X;A05;International;KOLOS CS;KOLOS;2014-08-11 00:00:00.0000000;NULL;UA;;302366020301;Trade Responsible Party;NULL;NULL;0;3
47718;2019-04-01 09:26:51.2053104 +00:00;2019-04-01 09:26:51.2053104 +00:00;24X-KOM-ENERGY-C;A05;International;KOMUNAL ENERGY, a.s.;KOMENERGY;2008-08-11 00:00:00.0000000;NULL;SK;;NULL;Trade Responsible Party;NULL;NULL;0;3
47719;2019-04-01 09:26:51.2053104 +00:00;2019-04-01 09:26:51.2053104 +00:00;24X-KOMODITEX1-L;A05;International;Komoditex, s.r.o.;KOMODITEX;2013-08-19 00:00:00.0000000;NULL;SK;;SK2023406649;Trade Responsible Party;NULL;NULL;0;3
47720;2019-04-01 09:26:51.2053104 +00:00;2019-04-01 09:26:51.2053104 +00:00;24XKORDSERVICE-X;A05;International;KORDSERVICE SK PLUS, s. r. o.;KORDSERVICE;2011-03-01 00:00:00.0000000;NULL;SK;;SK2023007888;Trade Responsible Party;NULL;NULL;0;3
47721;2019-04-01 09:26:51.2053104 +00:00;2019-04-01 09:26:51.2053104 +00:00;24X-MFGK-SLVK1-R;A05;International;MFGK Slovakia s.r.o.;MFGKS;2018-05-15 00:00:00.0000000;NULL;SK;;SK2120175706;NULL;NULL;NULL;0;3
47722;2019-04-01 09:26:51.2053104 +00:00;2019-04-01 09:26:51.2053104 +00:00;24X-MIRANITRADEK;A05;International;Mirani Trade s.r.o.;MIRANITRADE;2012-04-23 00:00:00.0000000;NULL;SK;;SK2023387432;Trade Responsible Party;NULL;NULL;0;3
47723;2019-04-01 09:26:51.2053104 +00:00;2019-04-01 09:26:51.2053104 +00:00;24XMONDIBPSCP--Z;A05;International;Mondi Business paper SCP, a.s.;MONDIBPSCPAS;2016-10-18 00:00:00.0000000;NULL;SK;;SK2020431116;Produce Of Paper, Produce Of Heat And Electricity (Vyroba Papiera, Vyroba Tepla A Elektrickej Energie);NULL;NULL;0;3
47724;2019-04-01 09:26:51.2053104 +00:00;2019-04-01 09:26:51.2053104 +00:00;24X-PPC-ENERGY-4;A05;International;PPC Energy a. s.;PPC-ENERGY;2010-10-21 00:00:00.0000000;NULL;SK;;SK2022408157;Trade Responsible Party;NULL;NULL;0;3
47725;2019-04-01 09:26:51.2053104 +00:00;2019-04-01 09:26:51.2053104 +00:00;24X-PPC-INVEST-D;A05;International;PPC Investments, a.s.;PPC-INVEST;2013-10-18 00:00:00.0000000;NULL;SK;;NULL;Trade Responsible Party;NULL;NULL;0;3
47726;2019-04-01 09:26:51.2053104 +00:00;2019-04-01 09:26:51.2053104 +00:00;24X-PPC-POWER--1;A05;International;PPC Power, a.s.;PPC-POWER;2007-11-02 00:00:00.0000000;NULL;SK;;SK2022436460;Market Operator;24X-PPC-BA-----4;NULL;0;3
47727;2019-04-01 09:26:51.2053104 +00:00;2019-04-01 09:26:51.2053104 +00:00;24X-PRE-SR-OZ--U;A05;International;Prazska energetika, a.s., organizacna zlozka;PRE-SR-L;2008-02-28 00:00:00.0000000;NULL;SK;;SK2022510699;Market Operator;NULL;NULL;0;3
47728;2019-04-01 09:26:51.2053104 +00:00;2019-04-01 09:26:51.2053104 +00:00;24X-PROFINAX-1-W;A05;International;Profinax s.r.o.;PROFINAX;2013-08-19 00:00:00.0000000;NULL;SK;;SK2023406638;Trade Responsible Party;NULL;NULL;0;3
47729;2019-04-01 09:26:51.2053104 +00:00;2019-04-01 09:26:51.2053104 +00:00;24X-PROVIDENCE-4;A05;International;PROVIDENCE s.r.o.;PROVIDENCE-SRO;2012-05-12 00:00:00.0000000;NULL;SK;;SK2023057102;Trade Responsible Party;NULL;NULL;0;3
47730;2019-04-01 09:26:51.2053104 +00:00;2019-04-01 09:26:51.2053104 +00:00;24X-PVALEKSINCE9;A05;International;PV Aleksince s.r.o.;PV-ALEKSINCE;2012-08-16 00:00:00.0000000;NULL;SK;;SK2023032990;Trade Responsible Party;NULL;NULL;0;3
47731;2019-04-01 09:26:51.2053104 +00:00;2019-04-01 09:26:51.2053104 +00:00;24X-PVDEVELOP1-F;A05;International;QS&ECO INVEST PV DEVELOPMENT I., s.r.o.;PV-DEVELOPMENT1;2012-08-16 00:00:00.0000000;NULL;SK;;SK2022813089;Trade Responsible Party;NULL;NULL;0;3
47732;2019-04-01 09:26:51.2053104 +00:00;2019-04-01 09:26:51.2053104 +00:00;24X-PVDEVELOP2-C;A05;International;QS&ECO INVEST PV DEVELOPMENT II., s.r.o.;PV-DEVELOPMENT2;2012-08-16 00:00:00.0000000;NULL;SK;;SK2022898317;Trade Responsible Party;NULL;NULL;0;3
47733;2019-04-01 09:26:51.2053104 +00:00;2019-04-01 09:26:51.2053104 +00:00;24X-PVDEVELOP3-9;A05;International;QS&ECO INVEST PV DEVELOPMENT III., s.r.o.;PV-DEVELOPMENT3;2012-08-16 00:00:00.0000000;NULL;SK;;SK2022918403;Trade Responsible Party;NULL;NULL;0;3
47734;2019-04-01 09:26:51.2053104 +00:00;2019-04-01 09:26:51.2053104 +00:00;24X-PVDEVELOP4-6;A05;International;QS&ECO INVEST PV DEVELOPMENT IV., s.r.o.;PV-DEVELOPMENT4;2012-08-16 00:00:00.0000000;NULL;SK;;SK2022929865;Trade Responsible Party;NULL;NULL;0;3
47735;2019-04-01 09:26:51.2053104 +00:00;2019-04-01 09:26:51.2053104 +00:00;24X-PVDEVELOP5-3;A05;International;QS&ECO INVEST PV DEVELOPMENT V., s.r.o.;PV-DEVELOPMENT5;2012-08-16 00:00:00.0000000;NULL;SK;;SK2022929909;Trade Responsible Party;NULL;NULL;0;3
47736;2019-04-01 09:26:51.2053104 +00:00;2019-04-01 09:26:51.2053104 +00:00;24X-PVLISOV----S;A05;International;PV Lisov s.r.o.;PV-LISOV;2012-08-16 00:00:00.0000000;NULL;SK;;SK2022939864;Trade Responsible Party;NULL;NULL;0;3
47737;2019-04-01 09:26:51.2053104 +00:00;2019-04-01 09:26:51.2053104 +00:00;24X-PVNEMCE----J;A05;International;PV Tekovske Nemce s.r.o.;PV-NEMCE;2012-08-16 00:00:00.0000000;NULL;SK;;SK2022939842;Trade Responsible Party;NULL;NULL;0;3
47738;2019-04-01 09:26:51.2053104 +00:00;2019-04-01 09:26:51.2053104 +00:00;24X-PVRUMINCE--L;A05;International;PV Rumince s.r.o.;PV-RUMINCE;2012-08-16 00:00:00.0000000;NULL;SK;;SK2022755702;Trade Responsible Party;NULL;NULL;0;3
47739;2019-04-01 09:26:51.2053104 +00:00;2019-04-01 09:26:51.2053104 +00:00;24X-PVTESARSKE-H;A05;International;PV Tesarske Mlynany s.r.o.;PV-TESARSKE;2012-08-16 00:00:00.0000000;NULL;SK;;SK2023033210;Trade Responsible Party;NULL;NULL;0;3
47740;2019-04-01 09:26:51.2053104 +00:00;2019-04-01 09:26:51.2053104 +00:00;24X-PVVELKEULANB;A05;International;PV Velke Ulany s.r.o.;PV-VELKEULANY;2012-08-16 00:00:00.0000000;NULL;SK;;SK2022939875;Trade Responsible Party;NULL;NULL;0;3
47741;2019-04-01 09:26:51.2053104 +00:00;2019-04-01 09:26:51.2053104 +00:00;24X-PXE-CCC-OZ-W;A05;International;Central Clearing Counterparty, a.s., organizacna zlozka;PXE-CCC-SK;2008-06-26 00:00:00.0000000;NULL;SK;;NULL;Trade Responsible Party;NULL;NULL;0;3
47742;2019-04-01 09:26:51.2053104 +00:00;2019-04-01 09:26:51.2053104 +00:00;24X-RAETIA-SK--E;A05;International;RE Trading CEE s.r.o.-organizacna zlozka;RAETIASK;2016-10-18 00:00:00.0000000;NULL;SK;;SK2022432775;Electricity Trading;NULL;NULL;0;3
47743;2019-04-01 09:26:51.2053104 +00:00;2019-04-01 09:26:51.2053104 +00:00;24X-PPC-BA-----4;A05;International;PPC Energy Group, a.s.;PPC;2011-11-09 00:00:00.0000000;NULL;SK;;SK2020340520;Trade Responsible Party;NULL;NULL;0;3
47744;2019-04-01 09:26:51.2053104 +00:00;2019-04-01 09:26:51.2053104 +00:00;24X-PPAPOWER---5;A05;International;PPA Power, s.r.o.;PPAPOWER;2007-10-31 00:00:00.0000000;NULL;SK;;SK2020455613;Market Operator;NULL;NULL;0;3
47745;2019-04-01 09:26:51.2053104 +00:00;2019-04-01 09:26:51.2053104 +00:00;24X-PPA-POWER-1H;A05;International;PPA Power DS s. r. o.;PPA-POWER;2010-11-12 00:00:00.0000000;NULL;SK;;SK2020334481;Trade Responsible Party;NULL;NULL;0;3
47746;2019-04-01 09:26:51.2053104 +00:00;2019-04-01 09:26:51.2053104 +00:00;24X-POWTRADELLC3;A05;International;Power Trade LLC;POWTRADELLC;2010-01-29 00:00:00.0000000;NULL;UA;;NULL;Trade Responsible Party;NULL;NULL;0;3
47747;2019-04-01 09:26:51.2053104 +00:00;2019-04-01 09:26:51.2053104 +00:00;24X-MSCGEEL-UK-1;A05;International;Morgan Stanley Capital Group Energy Europe Limited;MSCGEEL-UK;2011-09-12 00:00:00.0000000;NULL;GB;;GB524252668;Trade Responsible Party;NULL;NULL;0;3
47748;2019-04-01 09:26:51.2053104 +00:00;2019-04-01 09:26:51.2053104 +00:00;24X-M-S-ENERGO-B;A05;International;M+S Energo, s.r.o.;MSENERGO;2016-10-18 00:00:00.0000000;NULL;SK;;NULL;Elektricity Trader (Sk: Obchod S Elektrickou Energiou);NULL;NULL;0;3
47749;2019-04-01 09:26:51.2053104 +00:00;2019-04-01 09:26:51.2053104 +00:00;24X-M-S-INVEST-R;A05;International;Mgr. Karol Schlosser;MSINVESTMENT;2016-10-18 00:00:00.0000000;NULL;SK;;SK2020292802;Energy Investment (Sk: Investă­Cie V Oblasti Energetiky);NULL;NULL;0;3
47750;2019-04-01 09:26:51.2053104 +00:00;2019-04-01 09:26:51.2053104 +00:00;24XMTAS--------K;A05;International;Martinska teplarenska, a.s.;MTAS;2016-10-18 00:00:00.0000000;NULL;SK;;SK2020122555;Produce Of Heat And Elektricity (Sk: Vyroba Tepla A Elektriny);NULL;NULL;0;3
47751;2019-04-01 09:26:51.2053104 +00:00;2019-04-01 09:26:51.2053104 +00:00;24XMVM-ADWESTOZO;A05;International;MVM-ADWEST Marketing und Handelsgesellschaft m.b.H.-organizacna zlozka;MVM-ADWEST;2016-10-18 00:00:00.0000000;NULL;SK;;SK2022096131;Electric Supply;14XMVM-ADWEST-H3;NULL;0;3
47752;2019-04-01 09:26:51.2053104 +00:00;2019-04-01 09:26:51.2053104 +00:00;24X-NCHZ-ENERG-1;A05;International;NCHZ Energetika, s.r.o.;NCHZ-ENERGETIKA;2008-08-25 00:00:00.0000000;NULL;SK;;SK2022651576;Trade Responsible Party;24XNCHZ--------R;NULL;0;3
47753;2019-04-01 09:26:51.2053104 +00:00;2019-04-01 09:26:51.2053104 +00:00;24XNCHZ--------R;A05;International;Novacke chemicke zavody, a.s. Novaky;NCHZ;2016-10-18 00:00:00.0000000;NULL;SK;;SK2020468417;Chemical Producer (Sk: Vyrobca Chemickej Produkcie);NULL;NULL;0;3
47754;2019-04-01 09:26:51.2053104 +00:00;2019-04-01 09:26:51.2053104 +00:00;24X-NEONN------G;A05;International;NEONN, s.r.o.;NEONN;2008-02-21 00:00:00.0000000;NULL;SK;;SK2020842109;Market Operator;NULL;NULL;0;3
47755;2019-04-01 09:26:51.2053104 +00:00;2019-04-01 09:26:51.2053104 +00:00;24X-NUON-OZ----B;A05;International;N.V. Nuon Energy Trade & Wholesale - organizacna zlozka;NUON-SK-OZ;2008-03-03 00:00:00.0000000;NULL;SK;;SK27653544;Market Operator;11XNUON--------Q;NULL;0;3
47756;2019-04-01 09:26:51.2053104 +00:00;2019-04-01 09:26:51.2053104 +00:00;24XFVEABRAHAMOVC;A05;International;Lesna Development s.r.o.;FVE-ABRAHAMOVCE;2013-01-07 00:00:00.0000000;NULL;SK;;SK2022434293;Trade Responsible Party;NULL;NULL;0;3
47757;2019-04-01 09:26:51.2053104 +00:00;2019-04-01 09:26:51.2053104 +00:00;24XOFZ---------T;A05;International;OFZ, a.s. Istebne;OFZ;2016-10-18 00:00:00.0000000;NULL;SK;;SK2020131476;Consumer - Production Of Ferroalloy (Sk: Vyroba Ferozliatin);NULL;NULL;0;3
47758;2019-04-01 09:26:51.2053104 +00:00;2019-04-01 09:26:51.2053104 +00:00;24X-OT-SK------V;A05;International;OKTE,a.s.;OKTE;2015-12-21 00:00:00.0000000;NULL;SK;;SK2023089728;Market Operator;10XSK-SEPS-GRIDB;NULL;0;3
47759;2019-04-01 09:26:51.2053104 +00:00;2019-04-01 09:26:51.2053104 +00:00;24X-PBPTHOLDING5;A05;International;PBPT Holding, a.s.;PBPT-HOLDING;2012-04-30 00:00:00.0000000;NULL;SK;;SK2022936212;Trade Responsible Party;NULL;NULL;0;3
47760;2019-04-01 09:26:51.2053104 +00:00;2019-04-01 09:26:51.2053104 +00:00;24X-PEAS-OZ-SK-5;A05;International;Prvni energeticka, a.s.-organizacna zlozka;PEAS-OZ-SK;2008-01-10 00:00:00.0000000;NULL;SK;;SK2022031000;Market Operator;NULL;NULL;0;3
47761;2019-04-01 09:26:51.2053104 +00:00;2019-04-01 09:26:51.2053104 +00:00;24X-PJSC-DOENE-K;A05;International;PJSC DONBASENERGO;PJSC-DOEN;2013-10-07 00:00:00.0000000;NULL;UA;;233435805036;Trade Responsible Party;NULL;NULL;0;3
47762;2019-04-01 09:26:51.2053104 +00:00;2019-04-01 09:26:51.2053104 +00:00;24X-PMP-ENERGY-I;A05;International;PMP Energy, s.r.o.;PMP-ENERGY;2019-02-11 00:00:00.0000000;NULL;SK;;SK2022917699;NULL;NULL;NULL;0;3
47763;2019-04-01 09:26:51.2053104 +00:00;2019-04-01 09:26:51.2053104 +00:00;24X-POLUS-A-S--Y;A05;International;POLUS, a.s.;POLUS-SK;2009-11-24 00:00:00.0000000;NULL;SK;;SK2021896107;Trade Responsible Party;NULL;NULL;0;3
47764;2019-04-01 09:26:51.2053104 +00:00;2019-04-01 09:26:51.2053104 +00:00;24XPOLUS-TOWER-6;A05;International;POLUS Tower 2, a. s.;POLUS-TOWER;2011-03-11 00:00:00.0000000;NULL;SK;;SK2022047313;Trade Responsible Party;NULL;NULL;0;3
47765;2019-04-01 09:26:51.2053104 +00:00;2019-04-01 09:26:51.2053104 +00:00;24X-POW-EN-AS--A;A05;International;Pow-en a.s.;POW-EN-SK;2008-06-15 00:00:00.0000000;NULL;SK;;SK2022502394;Market Operator;NULL;NULL;0;3
47766;2019-04-01 09:26:51.2053104 +00:00;2019-04-01 09:26:51.2053104 +00:00;24X-POW-SOL-SK-A;A05;International;Power Solutions, s.r.o.;POWERSOLUTIONSSK;2018-10-24 00:00:00.0000000;NULL;SK;;SK2120859169;NULL;NULL;NULL;0;3
47767;2019-04-01 09:26:51.2053104 +00:00;2019-04-01 09:26:51.2053104 +00:00;24XOSTRY-VRCH1-U;A05;International;GREEN ENRGY SLOVAKIA, s.r.o.;OSTRY-VRCH1;2013-06-24 00:00:00.0000000;NULL;SK;;SK2021477381;Trade Responsible Party;NULL;NULL;0;3
47768;2019-04-01 09:26:51.2053104 +00:00;2019-04-01 09:26:51.2053104 +00:00;24X-RE-ENERGY--N;A05;International;RE Energy Slovakia, s.r.o.;RE-ENERGY-SK;2008-10-07 00:00:00.0000000;NULL;SK;;SK2022495013;Trade Responsible Party;NULL;NULL;0;3
47769;2019-04-01 09:26:51.2053104 +00:00;2019-04-01 09:26:51.2053104 +00:00;24X-FTVE3------7;A05;International;FTVE 3 s.r.o.;FTVE3;2012-05-29 00:00:00.0000000;NULL;SK;;SK2023123608;Trade Responsible Party;NULL;NULL;0;3
